symbol,security_id,segment
HAL,2303,NSE_EQ
HALDER,760715,NSE_EQ
HALEOSLABS,21551,NSE_EQ
HAMPTON,765075,NSE_EQ
HAPPSTMNDS,48,NSE_EQ
HAPPYFORGE,20854,NSE_EQ
HARDWYN,8962,NSE_EQ
HARIOMPIPE,8968,NSE_EQ
HARRMALAYA,1313,NSE_EQ
HARSHA,11162,NSE_EQ
HATHWAY,18154,NSE_EQ
HATSUN,3892,NSE_EQ
HAVELLS,9819,NSE_EQ
HAVISHA,7457,NSE_EQ
HAWKINCOOK,4444,NSE_EQ
HAZOOR,764693,NSE_EQ
HBESD,762712,NSE_EQ
HBLENGINE,13966,NSE_EQ
HBPOR,765080,NSE_EQ
HBSL,4116,NSE_EQ
HCC,1375,NSE_EQ
HCG,15555,NSE_EQ
HCL-INSYS,1327,NSE_EQ
HCLTECH,7229,NSE_EQ
HDBFS,757772,NSE_EQ
HDFCAMC,4244,NSE_EQ
HDFCBANK,1333,NSE_EQ
HDFCLIFE,467,NSE_EQ
HEADSUP,19205,NSE_EQ
HEALTHX,20063,NSE_EQ
HECPROJECT,7425,NSE_EQ
HEIDELBERG,2316,NSE_EQ
HEMIPROP,701,NSE_EQ
HERANBA,2614,NSE_EQ
HERITGFOOD,4598,NSE_EQ
HEROMOTOCO,1348,NSE_EQ
HESTERBIO,7048,NSE_EQ
HEXATRADEX,27008,NSE_EQ
HEXT,29666,NSE_EQ
HGINFRA,1672,NSE_EQ
HGM,13592,NSE_EQ
HGS,14712,NSE_EQ
HIKAL,9668,NSE_EQ
HILINFRA,759103,NSE_EQ
HILTON,14627,NSE_EQ
HIMATSEIDE,1360,NSE_EQ
HINDADH,764698,NSE_EQ
HINDALCO,1363,NSE_EQ
HINDALUMI,765085,NSE_EQ
HINDCOMPOS,1372,NSE_EQ
HINDCON,4920,NSE_EQ
HINDCOPPER,17939,NSE_EQ
HINDOILEXP,1403,NSE_EQ
HINDPETRO,1406,NSE_EQ
HINDUNILVR,1394,NSE_EQ
HINDWAREAP,15883,NSE_EQ
HINDZINC,1424,NSE_EQ
HIRECT,13890,NSE_EQ
HISARMETAL,19322,NSE_EQ
HITECH,2868,NSE_EQ
HLEGLAS,2289,NSE_EQ
HLVLTD,1448,NSE_EQ
HMAAGRO,17053,NSE_EQ
HNDFDS,12173,NSE_EQ
HOMEFIRST,2056,NSE_EQ
HONASA,19813,NSE_EQ
HONAUT,3417,NSE_EQ
HONDAPOWER,3138,NSE_EQ
HORIZONIND,765356,NSE_EQ
HPAL,7376,NSE_EQ
HPIL,11796,NSE_EQ
HPL,18679,NSE_EQ
HRYNSHP,764703,NSE_EQ
HSCL,14334,NSE_EQ
HTMEDIA,11979,NSE_EQ
HUBTOWN,14203,NSE_EQ
HUDCO,20825,NSE_EQ
HUHTAMAKI,2562,NSE_EQ
HYUNDAI,25844,NSE_EQ
IBULLSLTD,24999,NSE_EQ
ICEMAKE,489,NSE_EQ
ICICIAMC,760407,NSE_EQ
ICICIBANK,4963,NSE_EQ
ICICIGI,21770,NSE_EQ
ICICIPRULI,18652,NSE_EQ
ICIL,11987,NSE_EQ
ICRA,14523,NSE_EQ
IDBI,1476,NSE_EQ
IDEA,14366,NSE_EQ
IDEAFORGE,17140,NSE_EQ
IDFCFIRSTB,11184,NSE_EQ
IEX,220,NSE_EQ
IFBAGRO,1482,NSE_EQ
IFBIND,1485,NSE_EQ
IFCI,1491,NSE_EQ
IFGLEXPOR,436,NSE_EQ
IGARASHI,634,NSE_EQ
IGCL,757801,NSE_EQ
IGIL,28378,NSE_EQ
IGL,11262,NSE_EQ
IGPL,14086,NSE_EQ
IIFL,11809,NSE_EQ
IIFLCAPS,13072,NSE_EQ
IITL,19525,NSE_EQ
IKIO,16822,NSE_EQ
IKS,28125,NSE_EQ
IMAGICAA,7672,NSE_EQ
IMFA,19235,NSE_EQ
IMPAL,12009,NSE_EQ
INA,761099,NSE_EQ
INCREDIBLE,17507,NSE_EQ
INDBANK,16933,NSE_EQ
INDGN,23693,NSE_EQ
INDHOTEL,1512,NSE_EQ
INDIACEM,1515,NSE_EQ
INDIAGLYCO,1521,NSE_EQ
INDIAMART,10726,NSE_EQ
INDIANB,14309,NSE_EQ
INDIANCARD,4422,NSE_EQ
INDIANHUME,1530,NSE_EQ
INDIASHLTR,20556,NSE_EQ
INDIGO,11195,NSE_EQ
INDIGOPNTS,2048,NSE_EQ
INDIQUBE,757845,NSE_EQ
INDNIPPON,4747,NSE_EQ
INDOBORAX,8614,NSE_EQ
INDOCO,11677,NSE_EQ
INDOFARM,29025,NSE_EQ
INDOKEM,764708,NSE_EQ
INDOMIM,764301,NSE_EQ
INDORAMA,10993,NSE_EQ
INDOSTAR,3088,NSE_EQ
INDOTECH,13275,NSE_EQ
INDOTHAI,25608,NSE_EQ
INDOUS,25503,NSE_EQ
INDOWIND,14952,NSE_EQ
INDPRUD,762717,NSE_EQ
INDRAMEDCO,4751,NSE_EQ
INDSWFTLAB,4870,NSE_EQ
INDTERRAIN,21957,NSE_EQ
INDUSINDBK,5258,NSE_EQ
INDUSTOWER,29135,NSE_EQ
INFOBEAN,11027,NSE_EQ
INFOMEDIA,13693,NSE_EQ
INFY,1594,NSE_EQ
INGERRAND,1597,NSE_EQ
INNOVACAP,21062,NSE_EQ
INNOVANA,27754,NSE_EQ
INNOVISION,761528,NSE_EQ
INOXGREEN,12188,NSE_EQ
INOXINDIA,20607,NSE_EQ
INOXWIND,7852,NSE_EQ
INSECTICID,14657,NSE_EQ
INTELLECT,5926,NSE_EQ
INTENTECH,20071,NSE_EQ
INTERARCH,24909,NSE_EQ
INTLCONV,5606,NSE_EQ
INVENTURE,24870,NSE_EQ
IOB,9348,NSE_EQ
IOC,1624,NSE_EQ
IOLCP,20413,NSE_EQ
IONEXCHANG,1630,NSE_EQ
IPCALAB,1633,NSE_EQ
IPL,4934,NSE_EQ
IPRINGLTD,764713,NSE_EQ
IRB,15313,NSE_EQ
IRCON,4986,NSE_EQ
IRCTC,13611,NSE_EQ
IREDA,20261,NSE_EQ
IRFC,2029,NSE_EQ
IRIS,6489,NSE_EQ
IRISDOREME,2275,NSE_EQ
IRMENERGY,19597,NSE_EQ
ISFT,18479,NSE_EQ
ISGEC,3329,NSE_EQ
ISHANCH,30249,NSE_EQ
ISTLTD,764718,NSE_EQ
ITC,1660,NSE_EQ
ITCHOTELS,29251,NSE_EQ
ITDC,19299,NSE_EQ
ITI,1675,NSE_EQ
ITL,764723,NSE_EQ
IVALUE,759041,NSE_EQ
IVC,6711,NSE_EQ
IWP,762727,NSE_EQ
IXIGO,24067,NSE_EQ
IZMO,14174,NSE_EQ
J&KBANK,5633,NSE_EQ
JAGRAN,13211,NSE_EQ
JAGSNPHARM,4410,NSE_EQ
JAIBALAJI,11256,NSE_EQ
JAICORPLTD,5143,NSE_EQ
JAINREC,759244,NSE_EQ
JAIPURKURT,5516,NSE_EQ
JAMNAAUTO,20778,NSE_EQ
JARO,759951,NSE_EQ
JASH,13982,NSE_EQ
JAYAGROGN,4041,NSE_EQ
JAYBARMARU,1708,NSE_EQ
JAYKAY,760073,NSE_EQ
JAYNECOIND,2331,NSE_EQ
JAYSREETEA,1720,NSE_EQ
JBMA,11655,NSE_EQ
JENBURPH,764728,NSE_EQ
JETFREIGHT,7211,NSE_EQ
JGCHEM,23056,NSE_EQ
JHS,13720,NSE_EQ
JINDALPHOT,11743,NSE_EQ
JINDALPOLY,1756,NSE_EQ
JINDALSAW,3024,NSE_EQ
JINDALSTEL,6733,NSE_EQ
JINDRILL,13875,NSE_EQ
JINDWORLD,20642,NSE_EQ
JIOFIN,18143,NSE_EQ
JISLDVREQS,25684,NSE_EQ
JISLJALEQS,10397,NSE_EQ
JITFINFRA,19691,NSE_EQ
JKCEMENT,13270,NSE_EQ
JKIL,15266,NSE_EQ
JKIPL,759205,NSE_EQ
JKLAKSHMI,13491,NSE_EQ
JKPAPER,11860,NSE_EQ
JKTYRE,14435,NSE_EQ
JLHL,18553,NSE_EQ
JMA,7109,NSE_EQ
JMFINANCIL,13637,NSE_EQ
JNKINDIA,23621,NSE_EQ
JNPR,764408,NSE_EQ
JPOLYINVST,31507,NSE_EQ
JPPOWER,11763,NSE_EQ
JSFB,22663,NSE_EQ
JSL,11236,NSE_EQ
JSLL,758115,NSE_EQ
JSWCEMENT,758460,NSE_EQ
JSWDULUX,1467,NSE_EQ
JSWENERGY,17869,NSE_EQ
JSWHL,11880,NSE_EQ
JSWINFRA,19020,NSE_EQ
JSWSTEEL,11723,NSE_EQ
JTEKTINDIA,3237,NSE_EQ
JTLIND,7287,NSE_EQ
JUBLCPL,29590,NSE_EQ
JUBLFOOD,18096,NSE_EQ
JUBLINGREA,2783,NSE_EQ
JUBLPHARMA,3637,NSE_EQ
JUNIPER,22824,NSE_EQ
JUSTDIAL,29962,NSE_EQ
JWL,20224,NSE_EQ
JYOTHYLAB,15146,NSE_EQ
JYOTICNC,21334,NSE_EQ
JYOTIRES,764733,NSE_EQ
JYOTISTRUC,1802,NSE_EQ
KABRAEXTRU,1805,NSE_EQ
KAJARIACER,1808,NSE_EQ
KAKATCEM,1811,NSE_EQ
KALAMANDIR,18755,NSE_EQ
KALPATARU,758558,NSE_EQ
KALYANKJIL,2955,NSE_EQ
KAMAHOLD,762732,NSE_EQ
KAMANWALA,764738,NSE_EQ
KAMATHOTEL,1826,NSE_EQ
KAMOPAINTS,13814,NSE_EQ
KANANIIND,25786,NSE_EQ
KANCHI,762737,NSE_EQ
KANCOTEA,765090,NSE_EQ
KANPRPLA,1782,NSE_EQ
KANSAINER,1196,NSE_EQ
KAPSTON,18967,NSE_EQ
KARMAENG,24385,NSE_EQ
KARURVYSYA,1838,NSE_EQ
KAYNES,12092,NSE_EQ
KCP,1841,NSE_EQ
KDDL,14908,NSE_EQ
KEC,13260,NSE_EQ
KECL,18220,NSE_EQ
KEEPLEARN,778,NSE_EQ
KEI,13310,NSE_EQ
KELLTONTEC,13430,NSE_EQ
KENNAMET,11841,NSE_EQ
KERNEX,13121,NSE_EQ
KEYFINSERV,4157,NSE_EQ
KFINTECH,13359,NSE_EQ
KHAICHEM,896,NSE_EQ
KHAITANLTD,3912,NSE_EQ
KHANDSE,9641,NSE_EQ
KICL,21119,NSE_EQ
KIMS,4847,NSE_EQ
KINGFA,18944,NSE_EQ
KIOCL,19126,NSE_EQ
KIRANVYPAR,762742,NSE_EQ
KIRIINDUS,16639,NSE_EQ
KIRLFER,14466,NSE_EQ
KIRLOSBROS,18581,NSE_EQ
KIRLOSENG,20936,NSE_EQ
KIRLOSIND,19025,NSE_EQ
KIRLPNU,15180,NSE_EQ
KISSHT,763294,NSE_EQ
KITEX,28899,NSE_EQ
KJMCFIN,764743,NSE_EQ
KKCL,13381,NSE_EQ
KLBRENG-B,762747,NSE_EQ
KMCSHIL,764748,NSE_EQ
KMEW,27084,NSE_EQ
KMSUGAR,14667,NSE_EQ
KNACK,763839,NSE_EQ
KNAGRI,760923,NSE_EQ
KNRCON,15283,NSE_EQ
KOHINOOR,3009,NSE_EQ
KOKUYOCMLN,16827,NSE_EQ
KOLTEPATIL,15124,NSE_EQ
KOTAKBANK,1922,NSE_EQ
KOTHARIPET,4594,NSE_EQ
KOTHARIPRO,5528,NSE_EQ
KOTIC,762752,NSE_EQ
KOVAI,5192,NSE_EQ
KPEL,27079,NSE_EQ
KPIGREEN,5108,NSE_EQ
KPIL,1814,NSE_EQ
KPITTECH,9683,NSE_EQ
KPL,762757,NSE_EQ
KPRMILL,14912,NSE_EQ
KRBL,10577,NSE_EQ
KREBSBIO,1937,NSE_EQ
KRISHANA,12847,NSE_EQ
KRISHIVAL,756782,NSE_EQ
KRISHNADEF,761192,NSE_EQ
KRITI,6417,NSE_EQ
KRITIKA,9288,NSE_EQ
KRITINUT,11432,NSE_EQ
KRN,25643,NSE_EQ
KROSS,25252,NSE_EQ
KRSNAA,5359,NSE_EQ
KRYSTAL,23175,NSE_EQ
KSB,1949,NSE_EQ
KSCL,14972,NSE_EQ
KSE,764753,NSE_EQ
KSHINTL,760433,NSE_EQ
KSHITIJPOL,10407,NSE_EQ
KSL,18889,NSE_EQ
KSOLVES,11060,NSE_EQ
KTKBANK,8054,NSE_EQ
KUANTUM,13870,NSE_EQ
KUSUMGAR,764116,NSE_EQ
KWIL,760946,NSE_EQ
LAGNAM,5865,NSE_EQ
LAHOTIOV,762762,NSE_EQ
LAKSHMIMIL,764763,NSE_EQ
LAL,14924,NSE_EQ
LALITHAA,765361,NSE_EQ
LALPATHLAB,11654,NSE_EQ
LAMBODHARA,6407,NSE_EQ
LANCER,9392,NSE_EQ
LANDMARK,13276,NSE_EQ
LANDSMILL,17376,NSE_EQ
LAOPALA,14423,NSE_EQ
LASERPOWER,764126,NSE_EQ
LATENTVIEW,6818,NSE_EQ
LATTEYS,15840,NSE_EQ
LAURUSLABS,19234,NSE_EQ
LAXMICOT,6568,NSE_EQ
LAXMIDENTL,29171,NSE_EQ
LAXMIINDIA,758863,NSE_EQ
LCCINFOTEC,7529,NSE_EQ
LCL,764296,NSE_EQ
LEAPIND,764523,NSE_EQ
LEMERITE,760300,NSE_EQ
LEMONTREE,2606,NSE_EQ
LENSKART,759605,NSE_EQ
LEXUS,14459,NSE_EQ
LFIC,7902,NSE_EQ
LGBBROSLTD,18321,NSE_EQ
LGEINDIA,760213,NSE_EQ
LGHL,19876,NSE_EQ
LIBAS,11082,NSE_EQ
LIBERTSHOE,1994,NSE_EQ
LICHSGFIN,1997,NSE_EQ
LICI,9480,NSE_EQ
LIKHITHA,578,NSE_EQ
LINC,6951,NSE_EQ
LINCOLN,11596,NSE_EQ
LINDEINDIA,1627,NSE_EQ
LKPSEC,765100,NSE_EQ
LLOYDSENGG,17801,NSE_EQ
LLOYDSENT,25807,NSE_EQ
LLOYDSME,17313,NSE_EQ
LMW,1979,NSE_EQ
LODHA,3220,NSE_EQ
LORDSCHLO,18232,NSE_EQ
LOTUSCHO,764768,NSE_EQ
LOTUSEYE,16807,NSE_EQ
LOVABLE,22415,NSE_EQ
LOYALTEX,10590,NSE_EQ
LPDC,16863,NSE_EQ
LT,11483,NSE_EQ
LTF,24948,NSE_EQ
LTFOODS,13816,NSE_EQ
LTM,17818,NSE_EQ
LTTS,18564,NSE_EQ
LUMAXIND,2018,NSE_EQ
LUMAXTECH,14014,NSE_EQ
LUPIN,10440,NSE_EQ
LUXIND,11301,NSE_EQ
LXCHEM,2841,NSE_EQ
M&M,2031,NSE_EQ
M&MFIN,13285,NSE_EQ
MAANALU,15017,NSE_EQ
MACPOWER,22347,NSE_EQ
MADHAV,15151,NSE_EQ
MADHAVIPL,762767,NSE_EQ
MADRASFERT,4911,NSE_EQ
MAFATIND,762772,NSE_EQ
MAGADSUGAR,21392,NSE_EQ
MAGNUM,14957,NSE_EQ
MAHABANK,11377,NSE_EQ
MAHAPEXLTD,5239,NSE_EQ
MAHEPC,17603,NSE_EQ
MAHLIFE,8050,NSE_EQ
MAHLOG,385,NSE_EQ
MAHSCOOTER,2085,NSE_EQ
MAHSEAMLES,2088,NSE_EQ
MAITHANALL,24538,NSE_EQ
MAKERSL,764773,NSE_EQ
MALLCOM,7965,NSE_EQ
MALUPAPER,13352,NSE_EQ
MAMATA,28687,NSE_EQ
MANAKALUCO,7420,NSE_EQ
MANAKCOAT,7413,NSE_EQ
MANAKSIA,15199,NSE_EQ
MANALIPETC,13796,NSE_EQ
MANAPPURAM,19061,NSE_EQ
MANBA,25597,NSE_EQ
MANCREDIT,24823,NSE_EQ
MANGALAM,11817,NSE_EQ
MANGLMCEM,2106,NSE_EQ
MANINDS,11884,NSE_EQ
MANINFRA,18226,NSE_EQ
MANIPALHOS,764357,NSE_EQ
MANKIND,15380,NSE_EQ
MANOMAY,13753,NSE_EQ
MANORAMA,10227,NSE_EQ
MANORG,6422,NSE_EQ
MANYAVAR,8167,NSE_EQ
MAPMYINDIA,7227,NSE_EQ
MARALOVER,2112,NSE_EQ
MARATHON,18659,NSE_EQ
MARICO,4067,NSE_EQ
MARINE,1328,NSE_EQ
MARKOLINES,760204,NSE_EQ
MARKSANS,10579,NSE_EQ
MARSONS,761386,NSE_EQ
MARUTI,10999,NSE_EQ
MASFIN,199,NSE_EQ
MASKINVEST,18727,NSE_EQ
MASTEK,2124,NSE_EQ
MASTERTR,27047,NSE_EQ
MATRIMONY,21726,NSE_EQ
MAWANASUG,17022,NSE_EQ
MAXESTATES,19646,NSE_EQ
MAXHEALTH,22377,NSE_EQ
MAXIND,22428,NSE_EQ
MAYURUNIQ,28906,NSE_EQ
MAZDOCK,509,NSE_EQ
MBAPL,12686,NSE_EQ
MBEL,758150,NSE_EQ
MBLINFRA,18029,NSE_EQ
MCCHRLS-B,762782,NSE_EQ
MCL,22360,NSE_EQ
MCLEODRUSS,11943,NSE_EQ
MCLOUD,29482,NSE_EQ
MCX,31181,NSE_EQ
MEDANTA,11956,NSE_EQ
MEDIASSIST,21705,NSE_EQ
MEDICO,9667,NSE_EQ
MEDPLUS,7254,NSE_EQ
MEESHO,760229,NSE_EQ
MEGASTAR,8153,NSE_EQ
MEIL,758748,NSE_EQ
MERCANTILE,762792,NSE_EQ
MERCURYEV,763663,NSE_EQ
METROBRAND,7242,NSE_EQ
METROGLOBL,762797,NSE_EQ
METROPOLIS,9581,NSE_EQ
MFML,24937,NSE_EQ
MFSL,2142,NSE_EQ
MGL,17534,NSE_EQ
MHRIL,17333,NSE_EQ
MIDHANI,2463,NSE_EQ
MIDWESTLTD,759517,NSE_EQ
MIIL,764778,NSE_EQ
MILKYMIST,765272,NSE_EQ
MINDACORP,25897,NSE_EQ
MINDTECK,18049,NSE_EQ
MIRZAINT,4394,NSE_EQ
MITTAL,18562,NSE_EQ
MKEXIM,765120,NSE_EQ
MKPL,16736,NSE_EQ
MLKFOOD,765125,NSE_EQ
MMFL,13844,NSE_EQ
MMP,16395,NSE_EQ
MMTC,17957,NSE_EQ
MMWL,762802,NSE_EQ
MOBIKWIK,28046,NSE_EQ
MODIRUBBER,2229,NSE_EQ
MODIS,759752,NSE_EQ
MODTHREAD,2241,NSE_EQ
MOHITE,765130,NSE_EQ
MOHITIND,29423,NSE_EQ
MOIL,20830,NSE_EQ
MOKSH,3586,NSE_EQ
MOL,5394,NSE_EQ
MOLBIO,764548,NSE_EQ
MOLDTKPAC,6713,NSE_EQ
MONARCH,7679,NSE_EQ
MONEYBOXX,759381,NSE_EQ
MONTECARLO,5938,NSE_EQ
MOREPENLAB,2259,NSE_EQ
MOSCHIP,29459,NSE_EQ
MOTHERSON,4204,NSE_EQ
MOTILALOFS,14947,NSE_EQ
MOTISONS,20788,NSE_EQ
MPHASIS,4503,NSE_EQ
MPSLTD,10578,NSE_EQ
MRF,2277,NSE_EQ
MRPL,2283,NSE_EQ
MSL,764783,NSE_EQ
MSPL,11919,NSE_EQ
MSTCLTD,9356,NSE_EQ
MSUMI,8596,NSE_EQ
MTNL,2294,NSE_EQ
MUFIN,19783,NSE_EQ
MUFTI,20878,NSE_EQ
MUKANDLTD,11325,NSE_EQ
MUKESHB,764788,NSE_EQ
MUNJALAU,13511,NSE_EQ
MUNJALSHOW,2307,NSE_EQ
MURUDCERA,2313,NSE_EQ
MUTHOOTCAP,10415,NSE_EQ
MUTHOOTFIN,23650,NSE_EQ
MUTHOOTMF,20831,NSE_EQ
MVELECTRO,764397,NSE_EQ
MVGJL,19015,NSE_EQ
MWL,759169,NSE_EQ
NACLIND,20425,NSE_EQ
NAGREEKCAP,14942,NSE_EQ
NAGREEKEXP,14702,NSE_EQ
NAHARCAP,15360,NSE_EQ
NAHARINDUS,13106,NSE_EQ
NAHARPOLY,14445,NSE_EQ
NAHARSPING,14440,NSE_EQ
NAM-INDIA,357,NSE_EQ
NARMADA,11627,NSE_EQ
NATCOPHARM,3918,NSE_EQ
NATHBIOGEN,11065,NSE_EQ
NATIONALUM,6364,NSE_EQ
NATIONSTD,762807,NSE_EQ
NAUKRI,13751,NSE_EQ
NAVA,4014,NSE_EQ
NAVINFLUOR,14672,NSE_EQ
NAVKARCORP,10557,NSE_EQ
NAVNETEDUL,2385,NSE_EQ
NAZARA,2987,NSE_EQ
NBCC,31415,NSE_EQ
NBIFIN,19111,NSE_EQ
NCC,2319,NSE_EQ
NCLIND,14490,NSE_EQ
NDGL,18371,NSE_EQ
NDL,31258,NSE_EQ
NDLVENTURE,14547,NSE_EQ
NDRAUTO,22255,NSE_EQ
NDTV,11427,NSE_EQ
NEAGI,762812,NSE_EQ
NECLIFE,11927,NSE_EQ
NELCAST,14761,NSE_EQ
NELCO,2388,NSE_EQ
NEOGEN,9917,NSE_EQ
NEPHROPLUS,760346,NSE_EQ
NESCO,15409,NSE_EQ
NESTLEIND,17963,NSE_EQ
NETWEB,17433,NSE_EQ
NETWORK18,14111,NSE_EQ
NEULANDLAB,2406,NSE_EQ
NEWGEN,1164,NSE_EQ
NEXTMEDIA,9867,NSE_EQ
NFL,13925,NSE_EQ
NGIL,5401,NSE_EQ
NGLFINE,10277,NSE_EQ
NH,11840,NSE_EQ
NHPC,17400,NSE_EQ
NIACL,399,NSE_EQ
NIBE,29487,NSE_EQ
NIBL,29733,NSE_EQ
NICCOPAR,764793,NSE_EQ
NIITLTD,11522,NSE_EQ
NIITMTS,17747,NSE_EQ
NILAINFRA,9253,NSE_EQ
NILASPACES,7411,NSE_EQ
NILE,762817,NSE_EQ
NILKAMAL,2421,NSE_EQ
NIMBSPROJ,761720,NSE_EQ
NINSYS,14194,NSE_EQ
NIPPOBATRY,6782,NSE_EQ
NIRAJ,255,NSE_EQ
NIRLON,2433,NSE_EQ
NITCO,13300,NSE_EQ
NITINSPIN,13175,NSE_EQ
NITIRAJ,3247,NSE_EQ
NITTAGELA,762824,NSE_EQ
NIVABUPA,27097,NSE_EQ
NKIND,2439,NSE_EQ
NLCINDIA,8585,NSE_EQ
NMDC,15332,NSE_EQ
NOCIL,2442,NSE_EQ
NOIDATOLL,10786,NSE_EQ
NORBTEAEXP,4160,NSE_EQ
NORTHARC,25426,NSE_EQ
NOVARTIND,9007,NSE_EQ
NPST,756324,NSE_EQ
NRAIL,20314,NSE_EQ
NRBBEARING,7553,NSE_EQ
NSIL,11239,NSE_EQ
NSLNISP,14180,NSE_EQ
NTCIND,764798,NSE_EQ
NTPC,11630,NSE_EQ
NTPCGREEN,27176,NSE_EQ
NUCLEUS,10791,NSE_EQ
NUVAMA,18721,NSE_EQ
NUVOCO,5426,NSE_EQ
NYKAA,6545,NSE_EQ
OAL,10768,NSE_EQ
OBCL,8797,NSE_EQ
OBEROIRLTY,20242,NSE_EQ
ODIGMA,27571,NSE_EQ
ODYCORP,764803,NSE_EQ
OFSS,10738,NSE_EQ
OIL,17438,NSE_EQ
OLAELEC,24777,NSE_EQ
OLECTRA,10637,NSE_EQ
OMAXAUTO,10922,NSE_EQ
OMAXE,14853,NSE_EQ
OMINFRAL,24231,NSE_EQ
OMNI,760865,NSE_EQ
OMPOWER,762432,NSE_EQ
ONEGLOBAL,765242,NSE_EQ
ONEPOINT,9939,NSE_EQ
ONESOURCE,29224,NSE_EQ
ONGC,2475,NSE_EQ
ONIDA,2202,NSE_EQ
ONIXSOLAR,764808,NSE_EQ
ONWARDTEC,2481,NSE_EQ
OPTIEMUS,21469,NSE_EQ
OPTIFIN,764813,NSE_EQ
ORCHASP,29492,NSE_EQ
ORCHPHARMA,926,NSE_EQ
ORICONENT,10159,NSE_EQ
ORIENTALTL,14346,NSE_EQ
ORIENTBELL,14278,NSE_EQ
ORIENTCEM,30089,NSE_EQ
ORIENTCER,13111,NSE_EQ
ORIENTELEC,2972,NSE_EQ
ORIENTHOT,2493,NSE_EQ
ORIENTPPR,2496,NSE_EQ
ORIENTTECH,24961,NSE_EQ
ORIRAIL,764818,NSE_EQ
ORISSAMINE,19931,NSE_EQ
ORKLAINDIA,759569,NSE_EQ
ORTINGLOBE,2979,NSE_EQ
OSWALAGRO,2514,NSE_EQ
OSWALGREEN,471,NSE_EQ
OSWALPUMPS,756802,NSE_EQ
OSWALSEEDS,14305,NSE_EQ
PACEDIGITK,759342,NSE_EQ
PACIFICI,764823,NSE_EQ
PAGEIND,14413,NSE_EQ
PAISALO,25468,NSE_EQ
PAKKA,17197,NSE_EQ
PALASHSECU,21383,NSE_EQ
PANACEABIO,4055,NSE_EQ
PANAMAPET,25392,NSE_EQ
PANCHMAHQ,764828,NSE_EQ
PANORAMA,765140,NSE_EQ
PANSARI,6141,NSE_EQ
PARACABLES,13951,NSE_EQ
PARADEEP,9741,NSE_EQ
PARAGMILK,17130,NSE_EQ
PARAS,5911,NSE_EQ
PARASPETRO,3972,NSE_EQ
PARKHOSPS,760351,NSE_EQ
PARKHOTELS,22649,NSE_EQ
PARNAXLAB,764833,NSE_EQ
PASHUPATI,757955,NSE_EQ
PATANJALI,17029,NSE_EQ
PATELENG,11699,NSE_EQ
PATELRMART,759439,NSE_EQ
PAUSHAKLTD,759969,NSE_EQ
PAVNAIND,16192,NSE_EQ
PAYTM,6705,NSE_EQ
PBMPOLY,765145,NSE_EQ
PCBL,2649,NSE_EQ
PCJEWELLER,29124,NSE_EQ
PDMJEPAPER,15377,NSE_EQ
PDSL,5264,NSE_EQ
PEARLPOLY,2610,NSE_EQ
PENIND,20621,NSE_EQ
PERMAGN,764838,NSE_EQ
PERSISTENT,18365,NSE_EQ
PETRONET,11351,NSE_EQ
PFC,14299,NSE_EQ
PFIZER,2643,NSE_EQ
PFOCUS,13496,NSE_EQ
PFS,22602,NSE_EQ
PGEL,25358,NSE_EQ
PGHH,2535,NSE_EQ
PGHL,940,NSE_EQ
PGIL,14260,NSE_EQ
PHOENIXLTD,14552,NSE_EQ
PHOENXINTL,2658,NSE_EQ
PICCADIL,757754,NSE_EQ
PIDILITIND,2664,NSE_EQ
PIGL,15716,NSE_EQ
PIIND,24184,NSE_EQ
PILANIINVS,11445,NSE_EQ
PILITA,30835,NSE_EQ
PINELABS,759820,NSE_EQ
PIONEEREMB,13463,NSE_EQ
PIRAMALFIN,759551,NSE_EQ
PITTIENG,14134,NSE_EQ
PIXTRANS,9087,NSE_EQ
PLASTIBLEN,13920,NSE_EQ
PLATIND,22930,NSE_EQ
PLAZACABLE,19458,NSE_EQ
PML,762834,NSE_EQ
PNB,10666,NSE_EQ
PNBGILTS,8736,NSE_EQ
PNBHOUSING,18908,NSE_EQ
PNC,9342,NSE_EQ
PNCINFRA,9385,NSE_EQ
PNGJL,25312,NSE_EQ
PNGSREVA,760242,NSE_EQ
POCL,14385,NSE_EQ
PODDARMENT,19036,NSE_EQ
POEL,764845,NSE_EQ
POKARNA,17651,NSE_EQ
POLICYBZR,6656,NSE_EQ
POLYCAB,9590,NSE_EQ
POLYMED,25718,NSE_EQ
POLYPLEX,2687,NSE_EQ
POLYSPIN,765150,NSE_EQ
PONNIERODE,10661,NSE_EQ
POONAWALLA,11403,NSE_EQ
POWERGRID,14977,NSE_EQ
POWERICA,761680,NSE_EQ
POWERINDIA,18457,NSE_EQ
POWERMECH,10473,NSE_EQ
PPLPHARMA,11571,NSE_EQ
PRABHA,30134,NSE_EQ
PRAENG,13941,NSE_EQ
PRAJIND,2705,NSE_EQ
PRAKASH,2708,NSE_EQ
PRAKASHSTL,19599,NSE_EQ
PRAVEG,762844,NSE_EQ
PRAXIS,1204,NSE_EQ
PRECAM,12603,NSE_EQ
PRECOT,2711,NSE_EQ
PRECWIRE,2717,NSE_EQ
PREMCO,762849,NSE_EQ
PREMEXPLN,17397,NSE_EQ
PREMIERENE,25049,NSE_EQ
PREMIERPOL,3908,NSE_EQ
PRESTIGE,20302,NSE_EQ
PRICOLLTD,19631,NSE_EQ
PRIMESECU,11864,NSE_EQ
